estado;instrucao;categoria_ano;populacao;ano;raca_cor
Minas Gerais;Total;total_2018;16941.0;2018;total
Minas Gerais;Total;branca_2019;6707.0;2019;branca
Minas Gerais;Total;preta_parda_2019;10313.0;2019;preta_parda
Minas Gerais;Total;total_2019;17059.0;2019;total
Minas Gerais;Total;branca_2022;7025.0;2022;branca
Minas Gerais;Total;preta_parda_2022;10230.0;2022;preta_parda
Minas Gerais;Total;total_2022;17315.0;2022;total
Minas Gerais;Total;branca_2023;7058.0;2023;branca
Minas Gerais;Total;preta_parda_2023;10332.0;2023;preta_parda
Minas Gerais;Total;total_2023;17459.0;2023;total
Paraná;Total;branca_2016;6131.0;2016;branca
Paraná;Total;preta_parda_2016;2742.0;2016;preta_parda
Paraná;Total;total_2016;8982.0;2016;total
Paraná;Total;branca_2017;6102.0;2017;branca
Paraná;Total;preta_parda_2017;2855.0;2017;preta_parda
Paraná;Total;total_2017;9072.0;2017;total
Paraná;Total;branca_2018;6068.0;2018;branca
Paraná;Total;preta_parda_2018;2970.0;2018;preta_parda
Paraná;Total;total_2018;9139.0;2018;total
Paraná;Total;branca_2019;5858.0;2019;branca
Paraná;Total;preta_parda_2019;3211.0;2019;preta_parda
Paraná;Total;total_2019;9194.0;2019;total
Paraná;Total;branca_2022;5977.0;2022;branca
Paraná;Total;preta_parda_2022;3352.0;2022;preta_parda
Paraná;Total;total_2022;9427.0;2022;total
Paraná;Total;branca_2023;6124.0;2023;branca
Paraná;Total;preta_parda_2023;3348.0;2023;preta_parda
Paraná;Total;total_2023;9588.0;2023;total
Paraíba;Total;branca_2016;1028.0;2016;branca
Paraíba;Total;preta_parda_2016;2030.0;2016;preta_parda
Paraíba;Total;total_2016;3068.0;2016;total
Paraíba;Total;branca_2017;983.0;2017;branca
Paraíba;Total;preta_parda_2017;2120.0;2017;preta_parda
Paraíba;Total;total_2017;3110.0;2017;total
Paraíba;Total;branca_2018;996.0;2018;branca
Paraíba;Total;preta_parda_2018;2133.0;2018;preta_parda
Paraíba;Total;total_2018;3145.0;2018;total
Paraíba;Total;branca_2019;993.0;2019;branca
Paraíba;Total;preta_parda_2019;2159.0;2019;preta_parda
Paraíba;Total;total_2019;3172.0;2019;total
Paraíba;Total;branca_2022;993.0;2022;branca
Paraíba;Total;preta_parda_2022;2216.0;2022;preta_parda
Paraíba;Total;total_2022;3239.0;2022;total
Paraíba;Total;branca_2023;1046.0;2023;branca
Paraíba;Total;preta_parda_2023;2172.0;2023;preta_parda
Paraíba;Total;total_2023;3248.0;2023;total
Pará;Total;branca_2016;995.0;2016;branca
Pará;Total;preta_parda_2016;5003.0;2016;preta_parda
Pará;Total;total_2016;6033.0;2016;total
Pará;Total;branca_2017;1022.0;2017;branca
Pará;Total;preta_parda_2017;5051.0;2017;preta_parda
Pará;Total;total_2017;6132.0;2017;total
Pará;Total;branca_2018;1011.0;2018;branca
Pará;Total;preta_parda_2018;5143.0;2018;preta_parda
